"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"A súc bánh hẹ - Chợ Xã Tây","4.4","32","2 Đ. Phù Đổng Thiên Vương","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng bánh kếp","https://www.google.com/maps/search/?api=1&query=A%20s%C3%BAc%20b%C3%A1nh%20h%E1%BA%B9%20-%20Ch%E1%BB%A3%20X%C3%A3%20T%C3%A2y&query_place_id=ChIJTwqnCFsvdTERi1t47s-e5uU"
"Xôi Cay Hai Cô","3.9","54","64 Nguyễn Duy Dương","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://www.foody.vn/ho-chi-minh/xoi-cay-hai-co","+84 909 399 195","Nhà hàng cơm","https://www.google.com/maps/search/?api=1&query=X%C3%B4i%20Cay%20Hai%20C%C3%B4&query_place_id=ChIJK55QtvwudTEREdQaWhe-Rjw"
"Bánh Mì 24 (24 Bakery)","4.5","35","74 Đ. Huỳnh Mẫn Đạt","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 933 326 109","Tiệm bánh","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%C3%AC%2024%20(24%20Bakery)&query_place_id=ChIJHb6Iw8MvdTERjSqWCnnpRfM"
"Cơm Tấm Sà Bì Chưởng - Trần Bình Trọng","4.7","6610","179 Đường Trần Bình Trọng","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/SaBiChuongbyBrothers","+84 971 095 261","Nhà hàng Việt Nam","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20S%C3%A0%20B%C3%AC%20Ch%C6%B0%E1%BB%9Fng%20-%20Tr%E1%BA%A7n%20B%C3%ACnh%20Tr%E1%BB%8Dng&query_place_id=ChIJ2eSxOIQvdTERaL5Ume1Fz1w"
"Cơm Tấm Mũi Tàu - Trần Phú","4.9","24","381 Trần Phú","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 971 666 008","Quán ăn nhẹ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20M%C5%A9i%20T%C3%A0u%20-%20Tr%E1%BA%A7n%20Ph%C3%BA&query_place_id=ChIJ3x-_UgAvdTER5YJnBcG7QRA"
"Cơm Tấm Múc - Vietnamese Broken Rice Restaurant","4.7","720","138 Nguyễn Văn Cừ","Thành phố Hồ Chí Minh","Quận 1, Thành phố Hồ Chí Minh","VN","https://comtammuc.cukcuk.vn/order-online/","+84 333 653 657","Nhà hàng Việt Nam","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20M%C3%BAc%20-%20Vietnamese%20Broken%20Rice%20Restaurant&query_place_id=ChIJraIFMAAvdTERvYXo9oXMSyU"
"Cơm tấm 419","4","96","417 An Dương Vương","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://shopeefood.shopee.vn/u/WViMc88",,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20419&query_place_id=ChIJ84vNoiYvdTERL-VzFM_kxSw"
"Cơm tấm TYNA","4.8","12","QM4F+3R6, Đ. Bùi Hữu Nghĩa","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng châu Á","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20TYNA&query_place_id=ChIJhfL1ajIvdTEROeMjya_H9_s"
"Cơm tấm Ngô Quyền | Cơm Tấm Ngon Quận 5","4.5","19","Trần Hưng Đạo/218 B","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 909 542 017","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20Ng%C3%B4%20Quy%E1%BB%81n%20%7C%20C%C6%A1m%20T%E1%BA%A5m%20Ngon%20Qu%E1%BA%ADn%205&query_place_id=ChIJERJF128vdTERj71c0eubky0"
"Cơm Tấm Thắng Ba Ngon","4.7","3","QM39+34R, Trần Hưng Đạo B","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng cơm","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Th%E1%BA%AFng%20Ba%20Ngon&query_place_id=ChIJacQ0BQAvdTERPBrlmeVNGeM"
"Gà Rán Ông Lee","4.7","43","410 Trần Phú","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 865 107 100","Quán gà rán mang đi","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20%C3%94ng%20Lee&query_place_id=ChIJqWSaHgAvdTERfrfrcMp40ag"
"Gà rán Fat Daddy Quận 10","4.8","46","487 Nguyễn Tri Phương","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/fatdaddyvn?mibextid=LQQJ4d","+84 901 198 810","Nhà hàng Đài Loan","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20r%C3%A1n%20Fat%20Daddy%20Qu%E1%BA%ADn%2010&query_place_id=ChIJUzTYWocvdTERkzDkhiAqiTY"
"Gà Rán Jimama (Nguyễn Thượng Hiền)","5","198","104 Đường Nguyễn Thượng Hiền","Thành phố Hồ Chí Minh","Quận 3, Thành phố Hồ Chí Minh","VN","https://shopeefood.vn/u/Zacoe9N","+84 393 522 140","Quán gà rán mang đi","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20Jimama%20(Nguy%E1%BB%85n%20Th%C6%B0%E1%BB%A3ng%20Hi%E1%BB%81n)&query_place_id=ChIJv61sJ8IvdTERqS9XH9HEyG8"
"Chicken Plus Nguyễn Tri Phương","4.3","1072","226 Nguyễn Tri Phương","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://www.foody.vn/ho-chi-minh/ga-ran-chicken-plus-nguyen-tri-phuong","+84 822 880 515","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Chicken%20Plus%20Nguy%E1%BB%85n%20Tri%20Ph%C6%B0%C6%A1ng&query_place_id=ChIJjREnavUvdTERn9MsXARLAcU"
"Chicken Dancy - gà rán sốt Hàn Quốc","4.1","7","133 Nguyễn Chí Thanh","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 938 017 930","Cửa hàng thịt gà","https://www.google.com/maps/search/?api=1&query=Chicken%20Dancy%20-%20g%C3%A0%20r%C3%A1n%20s%E1%BB%91t%20H%C3%A0n%20Qu%E1%BB%91c&query_place_id=ChIJL8qfsdMvdTERn_sOF6354Kc"
"Popeyes An Dương Vương","4.5","1865","326 An Dương Vương","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://popeyes.vn/","+84 28 3620 1473","Nhà hàng ăn nhanh","https://www.google.com/maps/search/?api=1&query=Popeyes%20An%20D%C6%B0%C6%A1ng%20V%C6%B0%C6%A1ng&query_place_id=ChIJNzYFK84vdTERtEvj3yAoCDc"
"Texas Chicken Nguyễn Văn Cừ","4.2","1943","217 Nguyễn Văn Cừ","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","http://www.texaschicken.vn/","+84 28 6258 0366","Nhà hàng thịt gà","https://www.google.com/maps/search/?api=1&query=Texas%20Chicken%20Nguy%E1%BB%85n%20V%C4%83n%20C%E1%BB%AB&query_place_id=ChIJeTHl7RsvdTERiBPBgFNcb6E"
"Gà Rán K- JEJU CHICKEN- CN BÌNH THẠNH","4.9","3426","130 Tôn Thất Đạm","Thành phố Hồ Chí Minh","Quận 1, Thành phố Hồ Chí Minh","VN","http://kjejuchicken.com/","+84 702 122 979","Nhà hàng","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20K-%20JEJU%20CHICKEN-%20CN%20B%C3%8CNH%20TH%E1%BA%A0NH&query_place_id=ChIJfYiqT-wpdTERn4U8dRTv1VE"
"Trà Sữa Băng Thành - Trà Sữa Đài Loan Quận 5 ( chú ý đường 1 chiều )","4.7","29","118 Trần Hưng Đạo","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","http://trasuabangthanh.com/","+84 908 696 506","Cửa hàng trà truyền thống","https://www.google.com/maps/search/?api=1&query=Tr%C3%A0%20S%E1%BB%AFa%20B%C4%83ng%20Th%C3%A0nh%20-%20Tr%C3%A0%20S%E1%BB%AFa%20%C4%90%C3%A0i%20Loan%20Qu%E1%BA%ADn%205%20(%20ch%C3%BA%20%C3%BD%20%C4%91%C6%B0%E1%BB%9Dng%201%20chi%E1%BB%81u%20)&query_place_id=ChIJH2ppMA8vdTERNg7ufY1hdQw"
"Trà Sữa Tiên Hưởng","4.3","734","60A Đ. Tản Đà","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://tratienhuong.com/","+84 28 3853 9199","Trà trân châu","https://www.google.com/maps/search/?api=1&query=Tr%C3%A0%20S%E1%BB%AFa%20Ti%C3%AAn%20H%C6%B0%E1%BB%9Fng&query_place_id=ChIJQ-pC_fkudTERxeSQooFINb8"
"Trà Sữa MayCha","4.7","97","90 Đ. Bùi Hữu Nghĩa","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://maycha.com.vn/","+84 878 808 808","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Tr%C3%A0%20S%E1%BB%AFa%20MayCha&query_place_id=ChIJlYMTGI0vdTER8sRAGAM7BBU"
"Trà sữa 59","5","21","59 Đ. Nguyễn Thời Trung","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 913 462 692","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Tr%C3%A0%20s%E1%BB%AFa%2059&query_place_id=ChIJrZUhCQAvdTERIrgOt5sCB0k"
"Panda Tea - Trà Nhà Gấu","4.2","53","187 Đ. An Bình","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 908 962 205","Quán cà phê","https://www.google.com/maps/search/?api=1&query=Panda%20Tea%20-%20Tr%C3%A0%20Nh%C3%A0%20G%E1%BA%A5u&query_place_id=ChIJhW0zFEovdTERIzwqs7L77lM"
"QUÁN MILO: TRÀ SỮA - PHINDI - MATCHA - BÁNH TRÁNG NƯỚNG","5","20","100 An Dương Vương","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 989 041 455","Khu ăn uống","https://www.google.com/maps/search/?api=1&query=QU%C3%81N%20MILO%3A%20TR%C3%80%20S%E1%BB%AEA%20-%20PHINDI%20-%20MATCHA%20-%20B%C3%81NH%20TR%C3%81NG%20N%C6%AF%E1%BB%9ANG&query_place_id=ChIJfw40GwAvdTERXokIcJQk740"
"Quán Trà Sữa Bingo 99","4.1","53","94 Đ. Bùi Hữu Nghĩa","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 938 566 882","Trà trân châu","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Tr%C3%A0%20S%E1%BB%AFa%20Bingo%2099&query_place_id=ChIJwWBUo_0udTERwp8cp7XGKs4"
"Trà Sữa TopaTea & Cafe Saphie","5","7","556 Nguyễn Trãi","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","http://www.saphie.net/",,"Quán cà phê","https://www.google.com/maps/search/?api=1&query=Tr%C3%A0%20S%E1%BB%AFa%20TopaTea%20%26%20Cafe%20Saphie&query_place_id=ChIJu79rkMcvdTERAhQVZHTKyvg"
"Cơm tấm 1990","5","4","60 Trần Hưng Đạo","Bà Rịa - Vũng Tàu","Châu Đức, Bà Rịa - Vũng Tàu","VN","https://comtam1990.com/",,"Nhà hàng chuyên phục vụ bữa sáng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%201990&query_place_id=ChIJy2CkVwAJdTERgR-5LY5qknU"
"Lẩu Gà Lá É Thanh Ngộ Phú Yên","4.9","110","213 Trần Hưng Đạo B","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 703 804 779","Nhà hàng","https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20G%C3%A0%20L%C3%A1%20%C3%89%20Thanh%20Ng%E1%BB%99%20Ph%C3%BA%20Y%C3%AAn&query_place_id=ChIJeeROLLwvdTERyDWtQxd4MjI"
"Gà rán hàn quốc 35k","4.5","2","52 Đ. Phạm Đôn","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng bán đồ ăn mang về","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20r%C3%A1n%20h%C3%A0n%20qu%E1%BB%91c%2035k&query_place_id=ChIJz4uFYQAvdTERiLrgMmY6ib4"
"Vua Bít Tết Tawaza 台灣仔牛排","4.7","369","116 Đ. Ngô Quyền","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 889 530 520","Nhà hàng Đài Loan","https://www.google.com/maps/search/?api=1&query=Vua%20B%C3%ADt%20T%E1%BA%BFt%20Tawaza%20%E5%8F%B0%E7%81%A3%E4%BB%94%E7%89%9B%E6%8E%92&query_place_id=ChIJtxSjlawvdTERC4sgT_3FR-k"
"OMG Gà Chiên Đài Loan 台灣鹹酥雞-Q5","4.3","56","599 Nguyễn Trãi","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/OMG-G%C3%A0-Chi%C3%AAn-%C4%90%C3%A0i-Loan-%E5%8F%B0%E7%81%A3%E9%B9%B9%E9%85%A5%E9%9B%9E-Q5-111604436994137/","+84 793 992 657","Nhà hàng","https://www.google.com/maps/search/?api=1&query=OMG%20G%C3%A0%20Chi%C3%AAn%20%C4%90%C3%A0i%20Loan%20%E5%8F%B0%E7%81%A3%E9%B9%B9%E9%85%A5%E9%9B%9E-Q5&query_place_id=ChIJHSiF7YIvdTERFQ0EXFbSkYU"
"KFC Bến Xóm Củi","4.5","1355","48-50 Cần Giuộc","Thành phố Hồ Chí Minh","Quận 8, Thành phố Hồ Chí Minh","VN","http://www.kfcvietnam.com.vn/","+84 1900 6886","Nhà hàng ăn nhanh","https://www.google.com/maps/search/?api=1&query=KFC%20B%E1%BA%BFn%20X%C3%B3m%20C%E1%BB%A7i&query_place_id=ChIJwXb06HQvdTERr9eZO3kUmi4"
"Cơm hẻm 214 Nguyễn Trãi","3.8","43","214 Nguyễn Trãi","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 933 631 533","Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20h%E1%BA%BBm%20214%20Nguy%E1%BB%85n%20Tr%C3%A3i&query_place_id=ChIJqX69Jj4vdTERZryZLHhHCn0"
"Hủ Tiếu Mì Lan","4.8","22","7 Đ. Nguyễn Án","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 764 687 832","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20Ti%E1%BA%BFu%20M%C3%AC%20Lan&query_place_id=ChIJOTH0DocvdTERDp2My6Ed85U"
"Cơm gà xối mỡ - Chung cư Viễn Đông","4.5","64","107b Trần Hưng Đạo","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://www.tiktok.com/@sgtv.vn","+84 946 969 883","Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20g%C3%A0%20x%E1%BB%91i%20m%E1%BB%A1%20-%20Chung%20c%C6%B0%20Vi%E1%BB%85n%20%C4%90%C3%B4ng&query_place_id=ChIJi3jPd_kudTERsVF7bvkgl5c"
"Ốc 78","4.1","100","76 An Dương Vương","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://www.foody.vn/ho-chi-minh/oc-hem-an-duong-vuong","+84 983 680 383","Nhà hàng","https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%2078&query_place_id=ChIJ98sJURkvdTERzF2vfrcw3MI"
"Phở Gia Truyền Hà Nội","4.1","426","499 An Dương Vương","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/phogiatruyen499?mibextid=ZbWKwL","+84 913 137 853","Nhà hàng phở","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Gia%20Truy%E1%BB%81n%20H%C3%A0%20N%E1%BB%99i&query_place_id=ChIJX7Ehs-IudTER4HcF_uF7VKY"
"Phở KHÔI NGUYÊN - Phở Ngon Quận 5","4.5","90","83 Đ. Huỳnh Mẫn Đạt","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 906 229 739","Nhà hàng phở","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20KH%C3%94I%20NGUY%C3%8AN%20-%20Ph%E1%BB%9F%20Ngon%20Qu%E1%BA%ADn%205&query_place_id=ChIJ8cl4ktEvdTERtd7_9Ut2YyU"
"Quán Phở Bò Thanh Cảnh","4.5","40","1 Đ. Phan Phú Tiên","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 28 3857 2529","Nhà hàng phở","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%20B%C3%B2%20Thanh%20C%E1%BA%A3nh&query_place_id=ChIJ0XYbyfkudTERQtr1aCYttDM"
"Phở Bò Viên A Bân","4.7","13","53 Nguyễn Duy Dương","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 903 288 610","Quán mì","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20Vi%C3%AAn%20A%20B%C3%A2n&query_place_id=ChIJeXk0gl0vdTERHRL9-6KbpKg"
"Phở Phú Vương | Phở Ngon Quận 5","4.4","100","142-144 Nguyễn Trãi","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 379 032 014","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Ph%C3%BA%20V%C6%B0%C6%A1ng%20%7C%20Ph%E1%BB%9F%20Ngon%20Qu%E1%BA%ADn%205&query_place_id=ChIJbWhjznovdTERGjIdn_7BDCM"
"Quán Phở Quốc Thái","4.8","22","QM4C+9P2, Nguyễn Duy Dương","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%20Qu%E1%BB%91c%20Th%C3%A1i&query_place_id=ChIJyeUwjfwudTERF5tC0VD4PoU"
"Phở Phú Gia 2","3.7","66","521 An Dương Vương","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","http://phophugia.vn/",,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Ph%C3%BA%20Gia%202&query_place_id=ChIJ7_QfQ0MvdTERnLi_GhVMIZ8"
"Phở Đất Thép - Công Ty TNHH TMDV Thái An","4.5","25","42 Đ. An Điềm","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://fb.me/phodatthep","+84 392 767 679","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20%C4%90%E1%BA%A5t%20Th%C3%A9p%20-%20C%C3%B4ng%20Ty%20TNHH%20TMDV%20Th%C3%A1i%20An&query_place_id=ChIJe0qqSeMvdTERNwLBOA6085Q"
"Cơm Tấm 39 Cầu Chà Và","4.1","47","250/39 Bến, Xóm Củi","Thành phố Hồ Chí Minh","Quận 8, Thành phố Hồ Chí Minh","VN",,"+84 28 3951 3329","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%2039%20C%E1%BA%A7u%20Ch%C3%A0%20V%C3%A0&query_place_id=ChIJBVpKTQIvdTERT_HqsU4r9xY"
"CƠM TẤM MỸ DUNG QUẬN 5 | CƠM TẤM HOA LY CŨ","4.1","21","366 Trần Phú","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 909 226 928","Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A0M%20T%E1%BA%A4M%20M%E1%BB%B8%20DUNG%20QU%E1%BA%ACN%205%20%7C%20C%C6%A0M%20T%E1%BA%A4M%20HOA%20LY%20C%C5%A8&query_place_id=ChIJP0gSCRIvdTERv5RHfEeqkmE"
"Mr.Thịnh Gà Rán-Khoai Lang Lắc","4.2","6",,"Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://mrthinh.vn/","+84 902 869 661","Nhà hàng thịt gà","https://www.google.com/maps/search/?api=1&query=Mr.Th%E1%BB%8Bnh%20G%C3%A0%20R%C3%A1n-Khoai%20Lang%20L%E1%BA%AFc&query_place_id=ChIJ_ezEn_EudTERZCRoyDI0gT0"
"Basta Hiro - Hùng Vương Plaza","4.9","226","126 Đ. Hồng Bàng","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://bastahiro.com.vn/reservation/","+84 28 3853 2299","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Basta%20Hiro%20-%20H%C3%B9ng%20V%C6%B0%C6%A1ng%20Plaza&query_place_id=ChIJ0-Z9irgvdTERn6zydP-isi0"
"Quán 345","3.9","288","345 Hùng Vương","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 909 274 390","Quán mì","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20345&query_place_id=ChIJEe7IR_sudTER1WvFSTWDXgQ"
"Khổ Qua Cà Ớt Tỷ Muội","4.4","41","522 Đ. Phan Văn Trị","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/khoquacaotsuicaohongkongtymuoi","+84 908 220 043","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Kh%E1%BB%95%20Qua%20C%C3%A0%20%E1%BB%9At%20T%E1%BB%B7%20Mu%E1%BB%99i&query_place_id=ChIJsVySLEEvdTER7-THMHHg--4"
"Cá viên cà ri - Xiên que","4.3","8","5/44 Nguyễn Trãi","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C3%A1%20vi%C3%AAn%20c%C3%A0%20ri%20-%20Xi%C3%AAn%20que&query_place_id=ChIJqSQNzPsudTERQ6yeIvYfU4M"
"Há Cảo Minh Ký","4.5","367","76 Đ. Nguyễn Thời Trung","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://www.foody.vn/ho-chi-minh/quan-minh-ky-dimsum-binh-dan","+84 28 3838 0737","Nhà hàng bánh hấp","https://www.google.com/maps/search/?api=1&query=H%C3%A1%20C%E1%BA%A3o%20Minh%20K%C3%BD&query_place_id=ChIJj4zYVvkudTEROh42VEkE7xQ"
"Hủ Tiếu - Hủ Mỳ","4.4","47","012 Lô A, C/C","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 708 379 163","Quán mì","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20Ti%E1%BA%BFu%20-%20H%E1%BB%A7%20M%E1%BB%B3&query_place_id=ChIJFcd26iwvdTERYt2ydj_sfgA"
"Bánh canh chả cá","4.1","35","121 Nguyễn Trãi","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,,"Gian hàng rong","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20canh%20ch%E1%BA%A3%20c%C3%A1&query_place_id=ChIJHcqY19YvdTERIYoavbJ1Hls"
"Cơm tấm Bé Như","4.2","32","388 Trần Phú","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng gia đình","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20B%C3%A9%20Nh%C6%B0&query_place_id=ChIJe17qdoovdTERvqRyiUfrlUQ"
"Cơm tấm Dì Gấu","4.4","8","298 Trần Hưng Đạo","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20D%C3%AC%20G%E1%BA%A5u&query_place_id=ChIJtYiX60cvdTERTK1IP5oF3MA"
"Cơm tấm vỉa hè sáng","5","1","174 Nguyễn Biểu","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng châu Á","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20v%E1%BB%89a%20h%C3%A8%20s%C3%A1ng&query_place_id=ChIJEVft0Z8vdTERuJinZYPgiP4"
"Cơm Tấm Thủy","5","1","97 Đ. Huỳnh Mẫn Đạt","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN","https://www.foody.vn/ho-chi-minh/com-tam-banh-hoi-heo-quay","+84 786 759 531","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Th%E1%BB%A7y&query_place_id=ChIJ0_XS-xQvdTER30XDcoUaBuU"
"Cơm Tấm 475","3.8","4","475 An Dương Vương","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20475&query_place_id=ChIJM4hTaQAvdTERKvGuEpyDOC4"
"Cơm Tấm ĐÊM SÀI GÒN MẸ QUÊ","4.5","2","48 Nguyễn Tri Phương","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 774 494 126","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20%C4%90%C3%8AM%20S%C3%80I%20G%C3%92N%20M%E1%BA%B8%20QU%C3%8A&query_place_id=ChIJebN4upwvdTERq4GtZ8XuWC0"
"Cơm tấm thịt nướng - Lương Nhữ Học","5","2","QM46+64X","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20th%E1%BB%8Bt%20n%C6%B0%E1%BB%9Bng%20-%20L%C6%B0%C6%A1ng%20Nh%E1%BB%AF%20H%E1%BB%8Dc&query_place_id=ChIJsc7fB0QvdTEREVstSubUR2s"
"Cơm Tấm","3.8","10","40 Đ. Tản Đà","Thành phố Hồ Chí Minh","Quận 5, Thành phố Hồ Chí Minh","VN",,"+84 906 932 141","Nhà hàng cơm","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m&query_place_id=ChIJCeMkOQAvdTERHqTfPte_nOU"
